@relation myInstances

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute label {other,fall,run}

@data
10.35045,9.62259,46.77216,-37.877426,-9.002473,-19.879663,-1.038828,-3.333908,6.624384,48.599243,18.60704,67.787483,6.971316,4.313588,8.233315,1.920208,-4.175615,5.291348,3.470928,3.644769,5.048733,-4.357922,-2.769315,-1.411167,0.217499,0.657222,0.282255,1.724972,1.329096,1.01742,1.313382,1.152864,1.008672,0.043974,0.446585,0.168836,5.566813,5.566813,5.566813,0.810953,0.810953,0.810953,2.643143,-3.636551,-7.358164,1.445392,14.143436,6.412644,1.202244,3.760776,2.53232,2.258842,-4.09446,-8.743198,6.800705,6.800705,6.800705,-42.441044,-42.441044,-42.441044,-2.512242,0.68934,14.056278,56.497623,49.591652,57.897491,7.51649,7.042134,7.60904,0.235427,-0.297789,14.532589,0.801687,-0.590829,0.575202,0.365124,-0.310322,-0.908711,-0.017192,0.024788,0.338483,-0.808694,0.247385,0.119599,0.102223,0.005286,0.041729,0.008022,0.319724,0.072704,0.204276,0.089567,0.387919,-0.815664,0.231335,0.078534,fall
2.741445,4.166038,13.8006,-1.438959,0.009577,7.18043,0.961517,1.640797,9.574226,0.765298,0.806173,0.980661,0.874813,0.897872,0.990283,1.02475,1.625713,9.390346,0.536942,1.176874,0.275432,-2.155141,-1.018576,-1.127114,-0.175898,-0.041517,-0.258458,0.179852,0.121755,0.094616,0.42409,0.348933,0.307597,-0.09622,-0.092199,-0.219674,6.868677,6.868677,6.868677,3.117312,3.117312,3.117312,5.842782,-5.845389,-4.712302,1.348542,2.945329,1.411507,1.161268,1.716196,1.188068,6.44798,-4.921196,-5.498638,-1.966738,-1.966738,-1.966738,-12.616192,-12.616192,-12.616192,-6.361193,7.211675,13.721113,6.672414,3.585458,6.393607,2.583102,1.893531,2.528558,-5.608803,6.500618,14.562184,0.33354,-0.770915,0.530243,0.361692,-0.244945,-0.864141,0.34339,0.265,0.128748,-0.833809,0.40246,0.306178,0.027949,0.00074,0.00353,0.000523,0.16718,0.027197,0.059413,0.022864,0.187285,-0.845897,0.371418,0.306255,other
3.06946,2.461314,14.423112,-1.2546,-1.15404,6.30652,0.911907,1.235254,9.386419,1.112671,0.599103,3.128346,1.054832,0.774017,1.768713,1.02475,1.362342,9.067119,1.089164,0.692458,1.144083,-1.136218,-1.077219,-0.782586,0.041817,-0.024038,0.268713,0.169641,0.171506,0.258564,0.411875,0.414132,0.508492,0.023204,0.055936,0.357899,7.353941,7.353941,7.353941,2.498563,2.498563,2.498563,4.821163,-6.792244,-4.569264,2.939653,2.644628,0.389019,1.714542,1.626231,0.623714,4.87632,-7.055484,-4.750518,-0.151926,-0.151926,-0.151926,-8.586584,-8.586584,-8.586584,-3.909255,8.027499,13.955683,4.992484,3.589439,3.816409,2.234387,1.894581,1.953563,-3.680535,8.200002,13.761501,0.370717,-0.779263,0.558159,0.281937,0.000723,-0.858972,0.382158,0.14477,0.177652,-0.825491,0.469679,0.205319,0.019613,0.00056,0.002291,0.002028,0.140046,0.023674,0.047866,0.045039,0.163327,-0.833672,0.465381,0.183803,other
3.99365,3.99365,15.009708,-0.172388,-0.225062,4.735876,1.279309,1.924542,9.346004,0.630981,0.758412,6.241133,0.794343,0.870868,2.498226,1.146858,1.922603,8.91149,1.510661,1.266671,0.861252,-0.999384,-1.167016,-0.763649,0.024469,0.029235,0.062167,0.338268,0.278544,0.153227,0.581608,0.527772,0.391443,-0.018945,-0.046689,0.065295,4.420942,4.420942,4.420942,2.789295,2.789295,2.789295,3.500497,-8.447707,-3.423302,0.259929,0.178571,0.403671,0.509832,0.422576,0.635351,3.474325,-8.552607,-3.426339,1.204356,1.204356,1.204356,-4.198924,-4.198924,-4.198924,-2.220374,10.370525,12.769449,1.24263,0.836211,7.609064,1.114733,0.914446,2.758453,-2.337492,10.42167,12.444183,0.046411,-0.775367,0.566473,0.323874,-0.165528,-0.857547,0.459425,0.198526,-0.068006,-0.815841,0.503919,0.26181,0.003849,0.000514,0.000934,0.002076,0.062037,0.022677,0.03056,0.045567,-0.085809,-0.818364,0.502831,0.269635,other
4.731087,3.598595,16.046431,-1.769369,-1.403045,5.190788,1.181263,1.390691,9.315644,1.480006,1.439033,6.531523,1.216555,1.199597,2.555684,1.046298,1.249811,8.880365,1.25532,0.865333,1.473339,-0.743432,-0.951991,-0.767925,0.111413,0.045075,0.4913,0.148894,0.195173,0.30937,0.385868,0.441784,0.556211,0.120332,0.031502,0.533218,3.810058,3.810058,3.810058,-5.448331,-5.448331,-5.448331,-0.495184,-8.958841,-2.575488,8.404757,0.205853,0.511409,2.899096,0.453711,0.715129,-1.935051,-9.175549,-2.296924,6.913943,6.913943,6.913943,-4.37108,-4.37108,-4.37108,1.659472,10.340506,11.888451,11.903559,1.77145,7.963164,3.450153,1.330958,2.821908,2.886419,10.156468,11.914343,-0.105366,-0.614874,0.65368,0.307513,-0.440846,-0.82421,0.475104,0.016889,-0.238214,-0.750187,0.576592,0.149902,0.008952,0.002954,0.003956,0.00994,0.094614,0.054352,0.062897,0.099697,-0.25131,-0.741033,0.612831,0.083865,other
6.529187,3.033546,14.703241,-1.822043,-2.317658,5.413455,2.197681,0.873647,9.547554,3.445237,1.446245,5.729321,1.856135,1.202599,2.3936,1.903448,0.818842,8.971348,1.00853,1.605701,1.533204,-1.679888,-1.185342,-1.496688,0.069306,0.034532,0.234236,0.302091,0.349971,0.503111,0.549628,0.591583,0.709303,0.056191,0.111525,0.282763,-5.676489,-5.676489,-5.676489,-8.980721,-8.980721,-8.980721,-7.473646,-6.060402,-1.239149,0.639108,1.005805,0.426457,0.799442,1.002898,0.653037,-7.293354,-6.29506,-1.236757,15.507137,15.507137,15.507137,5.637095,5.637095,5.637095,9.670896,6.927896,10.795633,4.864019,3.042095,6.595386,2.205452,1.74416,2.568148,9.221275,7.055428,10.40538,0.615006,0.599753,0.67998,0.120398,-0.611761,-0.606051,-0.698512,0.00119,0.333292,0.33119,-0.427198,0.053207,0.19011,0.155757,0.253054,0.000976,0.436016,0.394661,0.503045,0.031242,0.494118,0.482217,-0.658478,0.056763,other
5.38233,3.715914,18.591543,-1.261783,-1.613741,2.073442,1.827933,1.40113,9.413666,3.283934,1.793919,13.036839,1.812163,1.339373,3.610656,1.596981,1.429382,8.73192,1.199731,1.801178,1.875288,-1.309093,-2.691125,-1.180259,-0.023808,-0.056799,-0.040238,0.270665,0.613995,0.671042,0.520254,0.783578,0.819172,-0.069036,-0.115106,-0.246247,-7.318558,-7.318558,-7.318558,-9.299263,-9.299263,-9.299263,-8.34796,-4.913848,-0.870506,0.353299,1.006562,0.23398,0.594389,1.003276,0.483715,-8.294508,-5.210661,-0.916171,14.599573,14.599573,14.599573,6.080715,6.080715,6.080715,10.175893,6.314977,10.284172,5.406516,2.520304,12.621534,2.325192,1.587546,3.55268,9.777452,6.248996,9.617265,0.680811,0.575823,0.69588,0.228459,-0.652411,-0.455858,-0.701062,0.000314,0.185403,0.125692,-0.219699,0.052321,0.347779,0.151424,0.407127,0.00157,0.589728,0.389132,0.638065,0.039619,0.581098,0.316677,-0.657524,0.049741,other
12.569942,3.794926,26.844608,-8.447001,-2.463709,-4.498842,-2.721692,0.398958,8.44001,12.644518,2.099133,13.320334,3.555913,1.448839,3.649703,-3.529161,0.244216,8.674458,2.031118,7.071723,1.469063,-2.638946,-6.085702,-2.16192,-0.053019,0.544855,0.247229,0.966197,3.797499,0.520492,0.982953,1.948717,0.721452,-0.168607,0.405962,0.308419,-6.455555,-6.455555,-6.455555,-9.744182,-9.744182,-9.744182,-8.197583,-1.610663,-4.215935,0.615755,2.237491,5.834812,0.7847,1.495824,2.415535,-8.127187,-1.206725,-5.459825,22.182377,22.182377,22.182377,-1.991446,-1.991446,-1.991446,5.492962,2.007394,12.681348,18.074322,5.138871,17.583427,4.251391,2.266908,4.19326,4.507575,1.925358,12.234432,0.814674,0.620311,-0.305468,0.426429,0.421751,0.418941,-0.694283,0.153035,0.652944,0.525003,-0.457277,0.24565,0.009729,0.003392,0.010971,0.004786,0.098635,0.058239,0.104744,0.069179,0.669959,0.536363,-0.430453,0.234485,other
-1.606558,3.253819,14.46142,-9.703996,-1.48445,3.48367,-4.989693,1.126865,8.717962,2.99022,1.855853,7.650919,1.729225,1.362297,2.766029,-4.743058,0.943344,8.79896,1.404371,1.923351,1.863682,-1.7874,-1.400366,-0.676296,-0.317604,-0.162705,0.579594,0.701434,0.316195,0.469757,0.837516,0.562312,0.685388,-0.3537,-0.179858,0.519168,1.362376,1.362376,1.362376,-6.198102,-6.198102,-6.198102,-2.082601,7.945387,-3.745511,6.179317,5.801841,2.841767,2.485823,2.408701,1.685754,-2.400768,8.892566,-3.430136,1.198382,1.198382,1.198382,-6.69283,-6.69283,-6.69283,-2.902614,-6.821155,12.461557,4.245305,4.899968,8.288417,2.060414,2.213587,2.878961,-3.602214,-6.937028,12.667986,0.827822,0.470165,0.20802,0.610009,0.750409,0.13893,-0.283127,0.180788,0.788747,0.244048,0.019471,0.525419,0.000597,0.008784,0.021136,0.011779,0.024436,0.093721,0.145382,0.108532,0.789234,0.211337,-0.009099,0.563602,other
2.377515,3.668029,17.657776,-6.739883,-1.556279,1.810072,-1.597867,1.129164,9.257511,3.950673,1.239966,10.008979,1.98763,1.113538,3.163697,-1.278543,1.340794,9.232324,2.027453,5.177431,1.431189,-1.800228,-3.609866,-2.146648,-0.021639,-0.234017,-0.165924,0.644868,1.374449,0.524939,0.803037,1.172369,0.724527,0.025037,-0.230559,-0.070317,1.377555,1.377555,1.377555,-5.804558,-5.804558,-5.804558,-2.505847,8.740039,-2.248895,7.081306,0.34375,1.105168,2.661072,0.586302,1.051269,-4.175669,8.731088,-2.225918,7.554981,7.554981,7.554981,-7.615688,-7.615688,-7.615688,0.906064,-7.611067,11.510931,16.928015,1.261633,8.717059,4.114367,1.123224,2.952467,1.787467,-7.631714,10.943242,0.8236,0.340949,0.268159,0.66664,0.681683,-0.123251,-0.380196,0.505451,0.752484,0.183135,-0.032266,0.578437,0.000911,0.014131,0.048854,0.001355,0.03019,0.118873,0.221029,0.036812,0.745233,0.221009,-0.069937,0.584708,other
4.659259,3.71352,15.191673,-0.703917,-0.725465,5.877944,1.146618,1.521514,9.351606,1.008899,1.064904,4.349577,1.00444,1.031942,2.085564,0.931373,1.522759,8.729526,0.870474,1.468868,1.732957,-1.178367,-0.966041,-0.84856,0.102605,0.075881,0.440574,0.191231,0.236374,0.395133,0.4373,0.486183,0.628596,0.161871,0.091366,0.329189,4.193199,4.193199,4.193199,-5.19738,-5.19738,-5.19738,-3.019485,8.799088,-1.636538,6.095021,0.203135,0.722529,2.46881,0.450705,0.850017,-3.732332,8.915401,-1.824388,8.086209,8.086209,8.086209,-3.463015,-3.463015,-3.463015,4.159758,-7.277479,10.971049,8.894593,1.449424,4.065735,2.98238,1.20392,2.016367,5.294905,-7.235709,10.722888,0.75891,-0.128806,-0.257909,0.547225,0.494777,-0.623877,-0.593478,0.336983,0.644338,-0.37217,-0.479171,0.420658,0.00637,0.023689,0.006952,0.003149,0.079811,0.153911,0.083378,0.056114,0.599744,-0.393727,-0.492198,0.409043,other
4.826858,2.956929,14.420717,-0.574626,-2.554691,5.648094,2.006259,1.189811,9.501177,0.948346,1.386997,5.051636,0.973831,1.177708,2.247585,1.834015,1.412622,9.478934,0.861922,1.288051,1.562526,-0.788636,-0.690541,-0.563896,-0.037149,-0.001228,0.270478,0.148944,0.145742,0.16991,0.385933,0.381762,0.412202,-0.054986,-0.02653,0.276043,8.53535,8.53535,8.53535,4.464198,4.464198,4.464198,7.499396,5.6138,-2.418164,1.1457,1.360447,0.086548,1.070374,1.166382,0.294191,8.063288,5.103427,-2.410139,-2.727895,-2.727895,-2.727895,-8.946524,-8.946524,-8.946524,-5.493138,-4.423989,11.919341,1.687238,1.476254,5.191639,1.298937,1.215012,2.278517,-5.556448,-4.425084,11.646592,0.557915,-0.548482,0.163451,0.643551,0.437574,-0.667923,-0.24571,0.551172,0.479803,-0.624722,0.008546,0.601173,0.001542,0.00129,0.014985,0.000393,0.039266,0.035918,0.122413,0.019816,0.463676,-0.640821,0.035635,0.601977,other
4.422225,4.254626,22.283516,-4.233078,-3.438179,4.197164,0.687492,1.036529,9.249084,3.819213,2.314294,8.221078,1.954281,1.52128,2.867242,0.119714,1.063058,8.684034,2.140463,4.589778,2.99928,-2.254712,-2.763207,-2.286536,0.160337,0.146106,0.155416,0.459583,0.957972,0.642542,0.677925,0.97876,0.801587,0.078793,0.127408,0.110499,9.734974,9.734974,9.734974,8.1189,8.1189,8.1189,9.244742,2.024262,-0.325568,0.253686,2.631114,3.681978,0.503672,1.622071,1.918848,9.556711,1.773376,0.723436,-4.369657,-4.369657,-4.369657,-13.936192,-13.936192,-13.936192,-8.55725,-0.987733,9.574652,5.231936,7.047226,11.407874,2.287343,2.654661,3.377554,-9.483678,-0.628188,9.071937,0.557587,-0.495965,0.447812,0.664511,0.341013,-0.621315,0.141657,0.531914,0.447104,-0.556669,0.309316,0.612855,0.00522,0.001665,0.011199,0.001055,0.072249,0.04081,0.105826,0.032482,0.437535,-0.555759,0.322837,0.626262,other
4.27378,5.813299,16.295435,-5.657671,-1.738243,0.095771,-0.398814,2.007145,9.520858,3.30315,1.632148,6.972215,1.817457,1.277555,2.640495,-0.277736,2.310475,9.577099,3.279727,4.40774,1.100711,-3.879614,-6.149844,-2.93833,-0.03988,-0.127818,-0.169956,1.321511,2.404117,0.677967,1.14957,1.550521,0.823388,-0.078199,0.033945,0.067127,9.769483,9.769483,9.769483,8.025777,8.025777,8.025777,9.010761,3.130071,0.632177,0.387969,3.324989,1.114567,0.622872,1.823455,1.05573,9.306303,2.827887,0.768115,-5.410357,-5.410357,-5.410357,-15.023619,-15.023619,-15.023619,-9.362839,-1.130516,8.870724,3.488951,5.624886,8.336941,1.867874,2.371684,2.887376,-9.099279,-0.761588,8.988867,0.57749,-0.415592,0.41443,0.738097,0.360034,-0.576911,0.170884,0.565208,0.471308,-0.490899,0.30302,0.656244,0.003311,0.001391,0.008549,0.001302,0.057538,0.037294,0.092463,0.036086,0.472942,-0.488604,0.343799,0.649442,other
28.57567,4.345609,17.346521,-1.070241,-15.474198,-6.505245,4.697376,-3.430565,3.871159,37.236366,24.866684,23.393547,6.102161,4.986651,4.836688,2.075836,-3.842811,3.234665,2.758659,1.544615,7.831224,-1.777627,-6.312334,-1.708047,0.476118,-1.267063,1.066112,0.870182,3.982301,3.751714,0.932836,1.99557,1.936934,0.417823,-0.494453,0.568037,9.399132,9.399132,9.399132,-7.673722,-7.673722,-7.673722,0.972683,-1.769895,-1.605759,44.177757,31.58176,14.657541,6.646635,5.619765,3.828517,-0.738429,-5.881722,-0.892357,26.454535,26.454535,26.454535,-10.076212,-10.076212,-10.076212,3.534133,-1.73336,5.489919,104.575134,12.852998,43.748875,10.226198,3.585108,6.614293,6.484102,-2.433553,6.614199,0.615892,0.920679,0.342328,0.785298,-0.259669,-0.900591,-0.410335,0.018048,0.141418,0.144147,-0.065806,0.531137,0.145419,0.40114,0.083554,0.049467,0.381338,0.633356,0.289057,0.222411,-0.139857,0.505186,-0.290298,0.630711,other
13.276254,-1.405439,12.229956,-11.526039,-36.764091,-17.997765,-0.022493,-10.121572,-1.02084,9.601112,20.14159,20.825052,3.098566,4.487938,4.563447,-0.244216,-9.960183,-0.600963,3.179545,4.729056,3.808677,-4.250409,-3.352692,-0.935913,-0.167196,-0.133554,0.099186,2.947972,2.811363,0.763734,1.716966,1.676712,0.873919,0.114834,-0.107165,-0.019005,6.961454,6.961454,6.961454,-8.862534,-8.862534,-8.862534,-2.338654,-3.280041,6.665164,29.360867,3.974785,2.541029,5.418567,1.993686,1.594061,-4.231961,-3.434927,6.7049,21.976564,21.976564,21.976564,-14.165827,-14.165827,-14.165827,2.888619,-7.169796,-7.225161,48.440567,36.26371,24.053999,6.959926,6.021936,4.904488,3.521092,-7.677441,-7.090896,0.143247,0.526866,-0.127848,0.975707,-0.502424,-0.311454,-0.319151,0.789407,-0.150329,0.168083,-0.20025,0.891921,0.030452,0.079973,0.001681,0.002566,0.174504,0.282795,0.040995,0.050658,-0.14347,0.267252,-0.199179,0.896439,other
8.605023,-1.529942,8.607418,-8.885154,-22.297882,-14.935486,-0.627163,-9.995801,-1.067436,7.964403,17.168886,20.165596,2.822127,4.143535,4.490612,-0.671594,-9.862018,-0.408224,3.20398,3.931876,0.855754,-4.042715,-3.307488,-0.740436,-0.129317,-0.018278,-0.040648,3.382658,2.080969,0.136636,1.8392,1.442556,0.369643,0.25289,0.201933,-0.024502,7.262173,7.262173,7.262173,2.924568,2.924568,2.924568,4.891092,-4.467615,6.461247,1.720005,3.471387,5.455278,1.31149,1.863166,2.335654,4.671927,-4.835825,7.031847,1.727019,1.727019,1.727019,-15.331432,-15.331432,-15.331432,-5.432629,-5.768102,-7.352707,13.676415,23.296108,24.448387,3.698164,4.826604,4.944531,-5.102639,-5.728652,-7.922363,-0.103861,-0.116343,-0.239946,0.956187,-0.583681,-0.2896,-0.340013,0.715151,-0.336539,-0.179135,-0.288127,0.860537,0.022667,0.002808,0.000698,0.00525,0.150556,0.05299,0.026426,0.072456,-0.339771,-0.162604,-0.289336,0.879696,other
6.756643,-1.144463,18.014524,-14.267484,-23.60276,-19.767134,-0.627954,-10.150777,-1.061505,8.863434,17.011997,21.232212,2.977152,4.12456,4.607842,-0.670397,-10.143345,-0.754197,2.792257,3.300242,0.936389,-3.830744,-3.486471,-1.003719,-0.345942,-0.122772,-0.0608,3.944228,1.815289,0.143592,1.986008,1.347327,0.378936,0.177753,0.081593,-0.066652,6.927813,6.927813,6.927813,2.660823,2.660823,2.660823,5.607872,-4.945113,-1.564592,0.890113,2.415884,34.895741,0.943458,1.554312,5.907262,5.810166,-5.287489,-3.67336,2.05917,2.05917,2.05917,-14.632351,-14.632351,-14.632351,-5.865687,-5.729522,0.936693,8.203108,9.806603,47.16214,2.864107,3.13155,6.86747,-6.05188,-5.404001,1.936043,-0.198227,-0.234303,0.249555,0.936538,-0.540764,-0.898443,-0.292771,0.170224,-0.374367,-0.608974,0.015946,0.579564,0.006398,0.063068,0.028567,0.05636,0.079988,0.251133,0.169017,0.237402,-0.398004,-0.745224,0.051976,0.526847,other
20.514147,6.007236,13.30259,-6.711152,-22.822227,-19.111101,2.204722,-3.278929,3.613366,19.918047,45.498695,38.605896,4.462964,6.745272,6.213364,1.289317,-1.377905,4.303709,2.911375,2.165865,1.428135,-2.809989,-2.192659,-1.067249,0.178004,0.01736,0.037067,1.217721,0.85419,0.299192,1.103504,0.924224,0.546985,0.070241,0.016841,-0.081313,7.415005,7.415005,7.415005,2.379069,2.379069,2.379069,5.719364,2.497041,-0.906362,2.667105,23.11487,31.189966,1.633127,4.807793,5.584798,6.611497,5.261828,2.716228,3.149214,3.149214,3.149214,-8.810746,-8.810746,-8.810746,-5.154315,-3.875712,6.365069,3.034045,12.470047,14.195188,1.741851,3.531295,3.76765,-5.547157,-3.045731,6.574745,0.522048,-0.268801,0.250866,0.840604,-0.609982,-0.793819,-0.056189,0.153636,0.074428,-0.504641,0.106565,0.60588,0.246763,0.042136,0.009225,0.066876,0.496753,0.20527,0.096044,0.258604,0.388553,-0.38562,0.110182,0.767691,other
4.034353,4.972909,15.071959,-1.549096,-0.368718,4.819675,0.836574,2.839231,9.087316,1.224328,1.076696,6.124376,1.106493,1.03764,2.474748,0.802082,2.905452,8.676851,1.279143,0.911759,0.466022,-1.323754,-0.88724,-1.318926,-0.039275,0.032675,-0.100885,0.21585,0.126868,0.123925,0.464596,0.356185,0.35203,-0.020778,0.03028,-0.092919,7.216282,7.216282,7.216282,4.886035,4.886035,4.886035,6.388239,6.128571,4.122926,0.380495,0.232741,0.197579,0.616843,0.482433,0.444499,6.564036,5.963815,4.206623,-3.032365,-3.032365,-3.032365,-7.021954,-7.021954,-7.021954,-5.55812,-3.279168,4.953793,0.778881,0.946123,5.882232,0.882542,0.972688,2.425331,-5.632422,-3.035583,4.619459,0.504778,-0.244352,0.297472,0.855871,0.404671,-0.32232,0.090671,0.762454,0.456471,-0.283107,0.206655,0.814556,0.000786,0.000501,0.003347,0.000695,0.028039,0.022384,0.057855,0.02636,0.459183,-0.288831,0.209798,0.8243,other
4.510814,5.717528,14.787042,-1.862746,-1.494027,5.446975,0.495423,2.785116,9.202036,1.613749,2.160295,3.869044,1.270334,1.469794,1.966989,0.38069,2.463709,8.921068,1.266315,1.609977,0.867972,-1.191196,-1.07844,-0.95485,-0.017663,-0.005706,0.017281,0.250548,0.224461,0.156966,0.500548,0.473773,0.39619,-0.082475,-0.016757,-0.014118,6.219887,6.219887,6.219887,4.590976,4.590976,4.590976,5.372934,7.03631,4.09597,0.205722,0.147901,0.671788,0.453566,0.384579,0.819627,5.243686,7.085112,3.926058,-1.654531,-1.654531,-1.654531,-6.939617,-6.939617,-6.939617,-4.877511,-4.251194,5.106066,1.107947,1.747835,3.448666,1.05259,1.322057,1.857058,-4.952273,-4.357911,4.702898,0.517005,-0.243671,0.164104,0.879436,0.379887,-0.330367,-0.005513,0.792927,0.456855,-0.282618,0.078168,0.836359,0.002236,0.000364,0.002408,0.000853,0.047291,0.019085,0.049067,0.02921,0.476644,-0.283349,0.078704,0.83366,other
0.962498,2.686376,9.634562,0.277736,2.365544,8.892337,0.755059,2.510732,9.315381,0.014834,0.005143,0.031369,0.121796,0.071713,0.177112,0.778139,2.487652,9.337671,0.109761,0.066211,0.079863,-0.151689,-0.162253,-0.096677,-0.00591,-0.014308,0.000288,0.002847,0.001153,0.000849,0.053354,0.033951,0.02914,-0.01119,-0.012285,-0.001076,0.870456,0.870456,0.870456,0.620201,0.620201,0.620201,0.781027,2.452189,9.46264,0.004395,0.001077,0.000168,0.066297,0.032818,0.012964,0.785642,2.452417,9.458231,0.210301,0.210301,0.210301,-0.396534,-0.396534,-0.396534,-0.026303,0.05986,-0.14532,0.008947,0.008842,0.032227,0.09459,0.09403,0.179519,-0.015004,0.031369,-0.123011,0.136443,0.012399,0.3456,0.940899,0.126718,-0.001492,0.310673,0.929476,0.132356,0.00387,0.329154,0.934873,0.000007,0.000016,0.000104,0.000011,0.002617,0.004016,0.010216,0.00326,0.133262,0.003663,0.326583,0.935665,other
1.00799,2.683982,9.72315,0.682368,2.432583,8.92825,0.827749,2.545186,9.297687,0.003333,0.003401,0.039872,0.057733,0.058317,0.199681,0.830813,2.54272,9.287392,0.110983,0.05155,0.012057,-0.113815,-0.059016,-0.050251,0.007179,-0.004124,-0.013147,0.002473,0.00039,0.000177,0.049727,0.019747,0.013294,0.00286,-0.002817,-0.012377,0.876531,0.876531,0.876531,0.817249,0.817249,0.817249,0.839903,2.571794,9.425952,0.000184,0.001926,0.000154,0.013552,0.043889,0.012406,0.837474,2.582184,9.423007,0.15525,0.15525,0.15525,-0.149776,-0.149776,-0.149776,-0.012155,-0.026608,-0.128265,0.003022,0.00177,0.039016,0.054975,0.042067,0.197523,-0.014525,-0.0326,-0.153042,0.143869,0.00132,0.31305,0.943115,0.135045,-0.002089,0.300293,0.939752,0.139378,-0.000028,0.307189,0.941378,0.000005,0.000001,0.000009,0,0.002253,0.000796,0.003047,0.000706,0.139857,0.000046,0.307248,0.941338,other
10.996904,6.538764,23.047289,-21.570023,-10.276228,-3.232271,0.266148,-4.092151,6.467678,43.373692,14.359873,24.210741,6.585871,3.789442,4.920441,2.604971,-4.695173,5.566689,1.784754,3.327621,3.881278,-1.946411,-1.330227,-0.976934,0.315756,0.655085,0.452485,0.61434,0.987382,0.906403,0.783798,0.993671,0.952052,0.382207,0.479461,0.17974,4.298785,4.298785,4.298785,-8.192148,-8.192148,-8.192148,0.015017,-4.736349,6.886466,16.6702,6.950614,2.958642,4.082916,2.636402,1.72007,2.415431,-4.547056,7.151509,11.027069,11.027069,11.027069,-15.871731,-15.871731,-15.871731,0.318074,0.665531,-0.392091,21.552736,6.360297,21.453285,4.642492,2.521963,4.631769,0.903065,0.944387,-0.467781,-0.022908,0.476318,0.046343,0.93827,-0.533468,-0.075361,-0.495428,0.763116,-0.274584,0.127957,-0.320884,0.846641,0.03184,0.025292,0.027657,0.004568,0.178437,0.159034,0.166303,0.067585,-0.289923,0.071805,-0.365291,0.849273,fall
17.360888,14.152558,62.818588,-34.405727,-9.941029,-4.075056,0.202692,-3.050353,6.826312,48.062065,23.029449,50.534107,6.932681,4.798901,7.108735,2.875524,-3.826051,5.784568,2.176929,3.711855,5.206244,-3.776563,-1.492106,-1.34834,0.476968,0.735766,0.275957,0.668873,0.774842,1.226846,0.817847,0.880251,1.107631,0.457344,0.592777,0.019388,3.823995,3.823995,3.823995,-7.901017,-7.901017,-7.901017,0.426511,-4.095185,7.131398,12.926872,11.24409,4.468108,3.595396,3.353221,2.11379,2.47027,-3.859895,7.443166,20.544212,20.544212,20.544212,-32.059383,-32.059383,-32.059383,-0.171183,1.019449,-0.449186,27.999435,9.106085,47.284031,5.291449,3.017629,6.876338,0.557225,0.71631,-0.461295,0.011259,0.460693,0.186501,0.994255,-0.548194,-0.122278,-0.313954,0.809824,-0.250778,0.04503,-0.145196,0.904765,0.039814,0.026082,0.026941,0.003526,0.199535,0.161501,0.164138,0.059382,-0.230742,-0.020309,-0.210115,0.90211,fall
